,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,AGE,YEARS_EMPLOYED,YEARS_REGISTRATION,YEARS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,YEARS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_LE,CODE_GENDER_LE,FLAG_OWN_CAR_LE,FLAG_OWN_REALTY_LE,NAME_TYPE_SUITE_LE,NAME_INCOME_TYPE_LE,NAME_EDUCATION_TYPE_LE,NAME_FAMILY_STATUS_LE,NAME_HOUSING_TYPE_LE,OCCUPATION_TYPE_LE,WEEKDAY_APPR_PROCESS_START_LE,ORGANIZATION_TYPE_LE,TARGET
99082,102115,0,25.0,45.0,4.0,45.0,0.010006,42.0,21.0,20.0,0.0,1,1,1,1,1,0,2.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,6,7,4,1,1,8,5,33,1
41870,184494,0,9.0,55.0,3.0,45.0,0.019101,49.0,1.0,14.0,4.0,1,1,1,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,6,1,4,1,1,14,6,42,1
42364,306903,0,14.0,40.0,2.0,32.0,0.030755,47.0,2.0,2.0,2.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,1,1,1,4,1,1,2,1,47,1
84832,312203,0,27.0,38.0,4.0,36.0,0.072508,39.0,10.0,22.0,8.0,1,1,1,1,1,0,2.0,1,1,10,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,6,7,1,1,1,0,6,50,1
47481,357973,1,16.0,45.0,2.0,45.0,0.02461,44.0,2.0,25.0,13.0,1,1,0,1,1,0,3.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,6,7,1,0,1,6,2,55,1
23928,217532,0,7.0,108.0,3.0,108.0,0.002042,56.0,-1001.0,4.0,10.0,1,0,0,1,0,0,2.0,3,3,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,3,4,1,1,17,4,57,0
33102,190589,0,20.0,87.0,4.0,78.0,0.072508,62.0,-1001.0,1.0,13.0,1,0,0,1,1,0,1.0,1,1,15,0,0,0,0,0,0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,6,3,4,3,3,17,6,57,1
24199,383464,0,9.0,18.0,1.0,18.0,0.0196889999999999,23.0,0.0,22.0,3.0,1,1,0,1,1,0,1.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,6,7,4,3,1,14,6,45,1
38275,162271,0,7.0,36.0,2.0,36.0,0.026392,30.0,1.0,2.0,9.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,7,4,1,1,8,5,5,1
3900,243707,0,14.0,53.0,3.0,40.0,0.007114,39.0,1.0,3.0,3.0,1,1,0,1,1,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,1,7,4,1,1,3,1,5,1
35249,298835,0,27.0,135.0,6.0,135.0,0.02461,37.0,4.0,21.0,11.0,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,0,6,7,1,1,1,6,2,5,1
39390,347844,1,40.0,26.0,2.0,19.0,0.018029,48.0,9.0,2.0,3.0,1,1,0,1,0,0,3.0,3,3,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,1,0,1,3,4,42,0
11313,434116,0,52.0,198.0,6.0,198.0,0.0228,31.0,1.0,2.0,11.0,1,1,0,1,0,0,1.0,2,2,11,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0,7,1,0,3,1,17,5,5,1
98539,404141,0,22.0,73.0,5.0,68.0,0.030755,59.0,4.0,20.0,10.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,2.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,0,1,6,1,1,1,1,10,2,42,1
78688,385355,0,10.0,30.0,3.0,28.0,0.018029,56.0,-1001.0,28.0,11.0,1,0,0,1,0,0,2.0,3,2,11,0,0,0,0,0,0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,3,4,0,1,17,0,57,1
81885,311007,2,18.0,107.0,4.0,91.0,0.035792,44.0,2.0,23.0,11.0,1,1,0,1,0,0,4.0,2,2,11,0,0,0,1,0,1,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,1,6,7,4,1,1,10,2,42,1
6340,271002,0,18.0,84.0,3.0,68.0,0.0196889999999999,43.0,15.0,20.0,12.0,1,1,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,1,4,2,1,10,4,20,1
88180,277824,0,26.0,47.0,2.0,40.0,0.020713,26.0,2.0,8.0,0.0,1,1,0,1,1,0,2.0,3,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,6,1,1,1,1,0,5,5,1
72761,455615,0,17.0,24.0,3.0,22.0,0.031329,23.0,5.0,9.0,3.0,1,1,1,1,0,0,1.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,0,6,1,2,3,1,17,4,55,0
59107,343062,1,11.0,23.0,3.0,21.0,0.018634,27.0,0.0,5.0,5.0,1,1,0,1,0,0,3.0,2,2,11,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,1,2,1,1,3,0,2,1
11134,134843,0,9.0,13.0,1.0,11.0,0.00733,40.0,1.0,19.0,12.0,1,1,0,1,0,1,2.0,2,2,10,0,0,0,0,1,1,2.0,0.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,7,2,1,1,8,1,42,1
31042,241621,0,9.0,20.0,1.0,16.0,0.009334,32.0,12.0,11.0,7.0,1,1,1,1,1,0,2.0,2,2,10,0,0,0,0,1,1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,1,4,1,1,2,6,33,0
36892,167989,0,16.0,18.0,1.0,54.0,0.04622,28.0,4.0,11.0,7.0,1,1,1,1,1,0,1.0,1,1,20,0,0,0,0,1,1,8.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1,1,0,1,7,1,1,3,1,3,1,46,1
11663,172458,0,11.0,26.0,1.0,18.0,0.018209,47.0,0.0,26.0,1.0,1,1,0,1,1,0,2.0,3,3,15,0,0,0,0,0,0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,7,1,1,1,17,0,5,0
21239,258733,1,22.0,36.0,2.0,27.0,0.025164,41.0,10.0,4.0,12.0,1,1,0,1,0,0,3.0,2,2,8,0,0,0,0,1,1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,1,1,6,7,1,1,1,10,1,13,1
29157,329227,1,14.0,90.0,3.0,90.0,0.006207,42.0,11.0,12.0,12.0,1,1,0,1,0,0,3.0,2,2,10,0,1,1,0,1,1,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,6,7,4,1,1,4,3,5,1
90095,303564,1,11.0,9.0,1.0,9.0,0.01885,43.0,11.0,11.0,12.0,1,1,0,1,0,0,3.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,4,4,0,1,1,2,39,1
45356,265625,0,7.0,54.0,2.0,45.0,0.0196889999999999,33.0,9.0,26.0,11.0,1,1,1,1,1,0,1.0,2,2,11,0,0,0,0,0,0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,6,7,4,3,1,1,4,33,0
15593,216426,0,11.0,45.0,3.0,45.0,0.0145199999999999,28.0,3.0,14.0,6.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,7,1,1,1,8,3,2,1
93383,190833,0,20.0,21.0,1.0,18.0,0.032561,63.0,-1001.0,25.0,11.0,1,0,0,1,1,0,2.0,1,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,1,6,3,1,1,1,17,0,57,1
76359,399809,0,16.0,81.0,2.0,68.0,0.026392,60.0,0.0,24.0,12.0,1,1,1,1,0,0,1.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,4,4,1,1,4,11,1
42751,314304,1,34.0,72.0,5.0,68.0,0.04622,37.0,4.0,21.0,12.0,1,1,0,1,0,0,3.0,1,1,12,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1,1,6,1,4,0,1,14,6,51,1
90730,391221,0,25.0,130.0,4.0,130.0,0.019101,49.0,8.0,26.0,4.0,1,1,0,1,1,0,1.0,2,2,15,0,0,0,0,0,0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,1,4,3,1,17,0,5,1
37379,106380,0,20.0,68.0,3.0,68.0,0.026392,29.0,1.0,4.0,9.0,1,1,0,1,1,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,1,6,1,1,1,1,8,5,7,1
5920,136482,0,12.0,53.0,3.0,48.0,0.016612,49.0,30.0,12.0,4.0,1,1,0,1,0,0,1.0,2,2,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,1,7,4,4,1,17,0,5,1
31777,318118,1,4.0,60.0,3.0,48.0,0.031329,38.0,13.0,17.0,12.0,1,1,0,1,0,0,3.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,6,7,4,1,2,3,1,1,0
21138,189463,1,16.0,34.0,2.0,34.0,0.031329,42.0,20.0,42.0,13.0,1,1,0,1,0,0,3.0,2,2,14,0,0,0,0,0,0,1.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,7,4,1,1,8,4,22,1
77943,439303,0,34.0,28.0,2.0,23.0,0.010006,39.0,5.0,6.0,4.0,1,1,1,1,1,0,2.0,2,2,16,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,1,0,6,7,4,1,1,17,5,26,1
30026,433920,0,7.0,129.0,4.0,112.0,0.009334,65.0,-1001.0,22.0,12.0,1,0,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,4.0,0.0,4.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,3,3,1,1,17,1,57,1
92522,136236,0,36.0,135.0,4.0,135.0,0.025164,39.0,11.0,22.0,4.0,1,1,0,1,1,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,1,1,1,1,10,3,42,1
79426,330543,0,16.0,24.0,1.0,18.0,0.0096569999999999,51.0,4.0,25.0,6.0,1,1,0,1,0,0,1.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,6,7,1,3,1,14,2,3,0
30838,390525,0,20.0,36.0,1.0,36.0,0.022625,60.0,2.0,26.0,11.0,1,1,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,7,1,4,1,3,6,27,0
15404,322925,0,16.0,68.0,2.0,68.0,0.026392,38.0,11.0,1.0,12.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,1.0,0,0,1,1,6,7,4,1,5,8,1,3,1
73525,224822,0,9.0,32.0,2.0,32.0,0.028663,30.0,2.0,8.0,4.0,1,1,0,1,0,0,1.0,2,2,14,0,0,0,0,1,1,3.0,0.0,3.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,7,4,3,1,8,0,20,1
28940,310113,0,7.0,16.0,2.0,15.0,0.031329,45.0,21.0,25.0,0.0,1,1,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,6,1,4,3,1,2,5,5,1
10250,407191,0,27.0,54.0,3.0,54.0,0.0196889999999999,51.0,9.0,17.0,6.0,1,1,0,1,1,0,2.0,2,2,17,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,1,1,0,1,6,7,1,1,1,3,5,29,0
86689,280447,1,16.0,58.0,3.0,47.0,0.006305,27.0,5.0,3.0,7.0,1,1,0,1,0,0,3.0,3,3,8,0,0,0,0,0,0,1.0,0.0,1.0,0.0,4.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,4,4,1,1,2,2,4,1
42613,233785,0,11.0,59.0,3.0,45.0,0.018029,37.0,9.0,6.0,13.0,1,1,0,1,0,0,1.0,3,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,7,4,3,1,8,1,33,1
17816,327705,2,12.0,81.0,3.0,81.0,0.020713,35.0,2.0,17.0,11.0,1,1,0,1,0,0,4.0,3,3,15,0,0,0,0,0,0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,6,7,3,1,1,8,5,5,0
57457,254259,2,18.0,84.0,4.0,68.0,0.006305,30.0,11.0,2.0,10.0,1,1,0,1,0,0,4.0,3,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,7,1,1,1,8,3,42,1
60350,258845,0,17.0,90.0,5.0,90.0,0.010966,46.0,9.0,16.0,1.0,1,1,0,1,0,1,2.0,2,2,11,0,0,0,0,0,0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0,1,1,1,6,7,4,1,1,17,0,42,0
81995,343402,1,15.0,73.0,4.0,68.0,0.031329,29.0,4.0,2.0,6.0,1,1,0,1,0,0,3.0,2,2,11,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,6,1,2,1,1,14,5,5,1
31514,266702,0,16.0,18.0,1.0,15.0,0.019101,23.0,0.0,2.0,2.0,1,1,0,1,0,0,1.0,2,2,16,1,1,0,1,1,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,1,6,1,4,3,1,14,6,42,1
39615,413482,0,7.0,14.0,1.0,14.0,0.018209,40.0,2.0,19.0,12.0,1,1,1,1,1,0,2.0,3,3,9,0,0,0,0,0,0,2.0,0.0,2.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,1,0,1,1,1,1,4,1,1,8,0,42,1
26097,197940,0,7.0,101.0,3.0,72.0,0.020246,47.0,7.0,28.0,2.0,1,1,1,1,1,0,2.0,3,3,12,0,0,0,0,0,0,4.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,7,4,1,1,17,4,5,0
9344,143383,2,15.0,64.0,3.0,45.0,0.04622,33.0,7.0,15.0,12.0,1,1,0,1,0,0,3.0,1,1,16,0,1,1,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,6,7,1,2,1,8,0,5,0
29743,162688,0,11.0,52.0,3.0,45.0,0.04622,30.0,4.0,13.0,2.0,1,1,1,1,0,0,2.0,1,1,13,0,1,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,4,1,1,6,5,4,0
53144,338584,0,12.0,58.0,2.0,43.0,0.010032,46.0,1.0,12.0,1.0,1,1,0,1,0,1,2.0,2,2,11,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,7,1,1,1,17,4,5,1
93048,274316,2,18.0,84.0,4.0,68.0,0.031329,35.0,4.0,5.0,5.0,1,1,0,1,0,0,4.0,2,2,13,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,1,1,6,1,4,1,1,4,6,42,0
83673,299349,0,18.0,68.0,3.0,68.0,0.0066709999999999,47.0,25.0,19.0,2.0,1,1,0,1,1,0,2.0,2,2,18,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,4,1,1,3,0,34,1
52825,307649,0,21.0,68.0,3.0,68.0,0.026392,45.0,-1001.0,29.0,0.0,1,0,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0,1,6,3,1,1,1,17,0,57,1
22399,361562,0,22.0,52.0,3.0,45.0,0.0088659999999999,45.0,1.0,7.0,12.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,1,6,7,4,1,1,2,4,51,0
39663,174552,0,10.0,27.0,2.0,25.0,0.031329,42.0,0.0,23.0,13.0,1,1,1,1,0,0,2.0,2,2,18,0,0,0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,6,7,4,1,1,6,3,5,1
29610,206683,0,17.0,29.0,2.0,29.0,0.026392,27.0,1.0,2.0,7.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,1,0,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,1,6,7,1,1,1,3,1,39,1
70044,402467,0,27.0,90.0,5.0,90.0,0.015221,40.0,10.0,4.0,11.0,1,1,0,1,0,1,2.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,1,1,1,7,1,1,1,0,6,13,1
56834,191182,0,20.0,33.0,2.0,33.0,0.01885,66.0,-1001.0,5.0,12.0,1,0,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,8.0,1.0,8.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,3,1,1,1,17,6,57,1
2631,311887,0,18.0,94.0,4.0,94.0,0.026392,61.0,-1001.0,26.0,12.0,1,0,0,1,0,1,1.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,1,1,3,4,3,1,17,0,57,1
36679,442135,0,10.0,29.0,1.0,29.0,0.006207,62.0,35.0,35.0,12.0,1,1,1,1,1,0,2.0,2,2,12,0,0,0,0,0,0,2.0,0.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,6,7,4,1,1,17,5,9,1
32540,271683,1,13.0,36.0,2.0,32.0,0.005084,36.0,6.0,7.0,7.0,1,1,1,1,1,0,3.0,2,2,11,0,0,0,0,1,1,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,1,1,1,1,3,5,8,1
79575,236195,0,12.0,34.0,2.0,34.0,0.026392,32.0,5.0,16.0,5.0,1,1,0,1,0,0,1.0,2,2,16,0,0,0,0,0,0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1,1,1,0,6,7,2,3,1,6,0,7,1
50212,387764,0,22.0,51.0,3.0,45.0,0.010556,33.0,11.0,7.0,12.0,1,1,0,1,0,0,2.0,3,3,9,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1,0,0,6,7,4,1,1,8,3,4,1
81433,291507,1,16.0,66.0,2.0,47.0,0.035792,39.0,12.0,9.0,11.0,1,1,0,1,0,0,2.0,2,2,18,0,0,0,0,0,0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,7,4,2,1,0,0,39,0
53557,268171,0,7.0,22.0,1.0,22.0,0.026392,57.0,-1001.0,1.0,11.0,1,0,0,1,1,0,1.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,6,3,4,3,1,17,5,57,1
7392,202891,1,25.0,45.0,2.0,45.0,0.026392,35.0,16.0,19.0,12.0,1,1,0,1,0,0,3.0,2,2,11,0,0,0,0,0,0,1.0,1.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,5,1,4,1,1,0,6,24,1
86790,342468,1,9.0,19.0,1.0,15.0,0.031329,37.0,6.0,18.0,1.0,1,1,0,1,0,0,3.0,2,2,15,0,0,0,0,1,1,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,1,4,1,1,8,5,4,1
7954,424954,0,8.0,28.0,2.0,22.0,0.003813,67.0,-1001.0,11.0,12.0,1,0,0,1,0,0,2.0,2,2,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,3,4,1,1,17,5,57,1
68911,148263,0,9.0,6.0,1.0,5.0,0.035792,46.0,4.0,21.0,0.0,1,1,0,1,0,0,1.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,7,4,4,1,14,2,42,1
20293,292638,0,32.0,51.0,3.0,39.0,0.00963,47.0,1.0,0.0,2.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,6,7,4,1,1,2,4,33,1
80799,165981,2,16.0,99.0,5.0,91.0,0.0031219999999999,31.0,9.0,7.0,10.0,1,1,0,1,0,0,4.0,3,3,13,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,7,1,1,1,8,2,5,1
98187,125527,0,19.0,196.0,5.0,176.0,0.008019,49.0,3.0,3.0,3.0,1,1,1,1,0,0,1.0,2,2,19,1,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,6,7,4,3,1,2,0,3,1
17547,394379,1,23.0,180.0,7.0,180.0,0.026392,27.0,7.0,27.0,2.0,1,1,0,1,0,0,3.0,2,2,13,0,0,0,0,0,0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,1,7,4,1,1,8,0,3,1
91657,221686,0,12.0,38.0,2.0,38.0,0.008625,47.0,12.0,14.0,1.0,1,1,1,1,1,0,1.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,3,1,3,5,42,1
20408,108523,0,17.0,112.0,4.0,112.0,0.026392,50.0,32.0,8.0,5.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,1,7,4,1,1,8,2,5,1
2436,234366,1,11.0,45.0,2.0,45.0,0.00712,29.0,1.0,1.0,8.0,1,1,0,1,0,0,3.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,6,7,1,1,5,8,0,33,1
12689,426715,0,16.0,36.0,2.0,30.0,0.006852,59.0,-1001.0,12.0,13.0,1,0,0,1,0,0,2.0,3,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,3,4,0,1,17,6,57,1
