Participant_ID,PreQ1,PreQ2,PreQ3,PreQ3Text,PostQ1,PostQ2,PostQ3,PostQ4,PostQ5,PostQ6,PostQ7,PostQ8,PostQ9,PostQ10,PostQ11,PostQ12,PostQ12Text,PostQ13,PostQ13Text,PostQ14,nasaTLX_Mental Demand,nasaTLX_Physical Demand,nasaTLX_Temporal Demand,nasaTLX_Performance,nasaTLX_Effort,nasaTLX_Frustration
61641a12f14a6f1b08edd5bf,,1,"People will be treated the same whether they are protected by law (e.g. gender, age, etc.) or not",,4,4,2,2,4,2,2,3,3,4,Carrot Juice,"['Checking the DPR Fairness metric', 'Looking at the value distributions for attributes for loan applications decisions', 'Sorting/Filtering applications and looking at patterns of accepting/rejecting applications', 'Looking at specific applications and making intuitive judgements', 'Other: please specifiy']",I was also looking at the age of the applicant and the loan amount. I think it matters ,"['Looking at the value distributions for attributes for loan applications decisions', 'Sorting/Filtering applications and looking at patterns of accepting/rejecting applications', 'Looking at specific applications and making intuitive judgements']",,I think the AI was doing a good job but its better if its a human who has to do these decisions because there are other factors that an AI is not equipped to decide based in the emotional factors.The AI has no emotional feelings and in some instances a decision must be made based on that ,20,1,20,14,12,8
61684bae4ac887b438246ff6,"['I have some familiarity with machine learning, artificial intelligence or statistics']",4,Similar people will be treated in the same way,,3,4,3,4,3,3,3,2,2,3,Wine,"['Checking the DPR Fairness metric', 'Checking the AOD fairness metric', 'Looking at specific applications and making intuitive judgements']",,['Looking at specific applications and making intuitive judgements'],,I like that it can make decisions faster ,21,18,14,21,21,18
6234857563ccaf842e470196,"['I have some familiarity with machine learning, artificial intelligence or statistics']",4,"People will be treated the same whether they are protected by law (e.g. gender, age, etc.) or not",,4,5,3,3,3,2,3,3,2,4,Carrot Juice,['Looking at specific applications and making intuitive judgements'],,['Looking at specific applications and making intuitive judgements'],,"The system seemed effective in making decisions, but without a human to help operate it, things could slip through.  ",21,21,21,21,21,21
62fb804a737937835d963c8b,"['I have programming experience', 'I have some familiarity with machine learning, artificial intelligence or statistics']",4,Other: Please specify,"It should not be based on personal characteristics, only relevant financial information. ",4,3,4,3,4,5,1,2,2,3,Carrot Juice,"['Checking the DPR Fairness metric', 'Checking the AOD fairness metric', 'Looking at the value distributions for attributes for loan applications decisions', 'Sorting/Filtering applications and looking at patterns of accepting/rejecting applications']",,['Looking at the value distributions for attributes for loan applications decisions'],,"Honestly I thought it was really complicated and not very intuitive. I felt like the information that i would really care about when decided if someone should get a loan (whether they can afford the monthly payments) wasn't there as an option so I was confused about how I could work out if they could afford it or not. Obviously you can look at the income but that doesn't tell you anything about their expenses. I didn't want to use personal characteristics at all so just downweighted all of these, except for age as I thought this was important for understanding if they were likely to be able to pay it off before they died. ",17,4,14,6,18,11
63ced242b56ce9d796f4398b,,2,"People will be treated the same whether they are protected by law (e.g. gender, age, etc.) or not",,4,3,2,4,3,2,3,3,2,2,Carrot Juice,['Sorting/Filtering applications and looking at patterns of accepting/rejecting applications'],,['Looking at specific applications and making intuitive judgements'],,I guess it is good but for me to complicated to understand ,21,21,13,9,17,21
64f9f86e6bf2358fd13945f1,,4,"Different groups of people who are protected by law (e.g., gender, age, etc) will not be disproportionally disadvantaged",,4,3,4,3,4,3,3,3,3,3,Carrot Juice,"['Checking the DPR Fairness metric', 'Checking the AOD fairness metric', 'Looking at the value distributions for attributes for loan applications decisions', 'Other: please specifiy']","I considered the various items relating to the loan applicant, in particular some items that are important to me such as income, loan amount, home ownership, gender, age, children, family status, level of education..","['Looking at the value distributions for attributes for loan applications decisions', 'Other: please specifiy']",I tried to see if the loan granting decisions were in line with the values in the graphs in the table above and based on those I tried to understand if the AI gave the right weight to the elements that appear to be decisive in the graphs.,"The system can give basic indications, but it still requires a human evaluation that considers case by case.This system is however useful because it considers many aspects, follows uniform criteria and tends to be impartial, generating data that can also be used to better understand loan statistics.The evaluation criteria are precise and diversified, some are less important, others are fundamental, it would take more time to better understand all the aspects and their individual weights. I did my best, but it is the first time I have approached something similar.",21,1,12,16,15,13
65046ab60ee62c5c2a6d8463,"['I have some familiarity with machine learning, artificial intelligence or statistics']",4,"People will be treated the same whether they are protected by law (e.g. gender, age, etc.) or not",,5,3,4,3,3,4,3,4,2,4,Carrot Juice,"['Checking the DPR Fairness metric', 'Checking the AOD fairness metric', 'Looking at the value distributions for attributes for loan applications decisions', 'Sorting/Filtering applications and looking at patterns of accepting/rejecting applications']",,"['Sorting/Filtering applications and looking at patterns of accepting/rejecting applications', 'Looking at specific applications and making intuitive judgements']",,"The system was really confusing, I would have preferred maybe if it was a little bit simple in terms structure and view.
I didn't like it. ",21,11,21,13,19,21
6505e1d7baa4d89f7a2f3b53,"['I have programming experience', 'I have some familiarity with machine learning, artificial intelligence or statistics']",4,"Different groups of people who are protected by law (e.g., gender, age, etc) will not be disproportionally disadvantaged",,4,4,1,3,4,2,4,3,2,4,Carrot Juice,"['Checking the DPR Fairness metric', 'Checking the AOD fairness metric', 'Looking at the value distributions for attributes for loan applications decisions']",,['Looking at the value distributions for attributes for loan applications decisions'],,I really liked the presentation of data in a simple way and nice design,20,9,15,14,21,14
6507355f07adea6bb9abb279,"['I have some familiarity with machine learning, artificial intelligence or statistics']",4,"Different groups of people who are protected by law (e.g., gender, age, etc) will not be disproportionally disadvantaged",,4,3,2,2,3,5,4,3,2,2,Carrot Juice,"['Sorting/Filtering applications and looking at patterns of accepting/rejecting applications', 'Looking at specific applications and making intuitive judgements']",,"['Sorting/Filtering applications and looking at patterns of accepting/rejecting applications', 'Looking at specific applications and making intuitive judgements']",,"I like that the system will always be unfair, but AI is as close to unbiased as you can get: a ""mind"" that only sees numbers and data.",4,1,6,12,9,2
6509ee73a973beda35b3a29e,"['I have some familiarity with machine learning, artificial intelligence or statistics']",4,Similar people will be treated in the same way,,4,4,3,3,3,4,4,3,2,4,Carrot Juice,['Looking at specific applications and making intuitive judgements'],,['Looking at specific applications and making intuitive judgements'],,"I was very impressed by this system. I believe that artificial intelligence can contribute to humans with financial decisions, but artificial intelligence cannot replace humans completely and a human aspect must be maintained.",12,21,10,5,18,16
6511fd9e06231927b6398700,"['I have programming experience', 'I have some familiarity with machine learning, artificial intelligence or statistics']",4,"Different groups of people who are protected by law (e.g., gender, age, etc) will not be disproportionally disadvantaged",,2,3,3,2,4,4,3,4,3,5,Carrot Juice,"['Checking the DPR Fairness metric', 'Looking at the value distributions for attributes for loan applications decisions']",,['Sorting/Filtering applications and looking at patterns of accepting/rejecting applications'],,I liked everything,16,10,16,15,5,14
65215a6b71c92df9d8c659ea,"['I have programming experience', 'I have some familiarity with machine learning, artificial intelligence or statistics']",4,"Different groups of people who are protected by law (e.g., gender, age, etc) will not be disproportionally disadvantaged",,4,2,2,4,2,3,4,3,2,2,Wine,"['Checking the DPR Fairness metric', 'Checking the AOD fairness metric', 'Sorting/Filtering applications and looking at patterns of accepting/rejecting applications']",,['Sorting/Filtering applications and looking at patterns of accepting/rejecting applications'],,Too much information in such a short time ,16,1,21,8,18,3
65257c1a7780ceee7f6ef9bd,"['I have programming experience', 'I have some familiarity with machine learning, artificial intelligence or statistics']",4,"Different groups of people who are protected by law (e.g., gender, age, etc) will not be disproportionally disadvantaged",,5,4,3,4,3,4,4,5,3,5,Carrot Juice,['Checking the AOD fairness metric'],,['Looking at specific applications and making intuitive judgements'],,"It's hard for me to point out any flaws. Overall, I really respect and view this system positively.",13,16,12,17,15,1
65296d538ca4cc9d14c129aa,,4,"People will be treated the same whether they are protected by law (e.g. gender, age, etc.) or not",,4,3,4,4,3,3,4,4,3,4,Carrot Juice,"['Checking the DPR Fairness metric', 'Looking at the value distributions for attributes for loan applications decisions', 'Looking at specific applications and making intuitive judgements']",,['Looking at specific applications and making intuitive judgements'],,I think it works quite well and i don't know if i would change anything,17,5,14,18,17,5
654ce65838678c566569c723,"['I have some familiarity with machine learning, artificial intelligence or statistics']",4,"People will be treated the same whether they are protected by law (e.g. gender, age, etc.) or not",,2,2,2,2,4,4,4,3,3,4,Other,"['Checking the DPR Fairness metric', 'Checking the AOD fairness metric', 'Looking at the value distributions for attributes for loan applications decisions']","I was particularly interested in the applicant's age, marital status and number of children. Whether the owner owns real estate as a type of insurance as well as the type of work he does.",['Looking at the value distributions for attributes for loan applications decisions'],"Applicants age, income and loan amount.","The system put the figures into relation and made decisions based on mathematics. When deciding whether the loan should be paid or not, it is necessary to include instinct and evaluate each loan request separately. Will someone be able to repay the loan in the context of the age of the applicant, does anyone have relatives (childrens) who can help in the event of a liquidity crisis, is there a spouse, does the owner have real estate and does it already have a mortgage. These are things that AI unfortunately cannot yet see or know, so it is important that every applicant gets to know them in person and feel whether they are really the same in practice as they are on paper.",11,11,11,11,19,15
654d4401d386722f1c6bddf1,"['I have programming experience', 'I have some familiarity with machine learning, artificial intelligence or statistics']",4,"People will be treated the same whether they are protected by law (e.g. gender, age, etc.) or not",,3,4,2,3,3,2,3,2,3,3,Carrot Juice,"['Looking at the value distributions for attributes for loan applications decisions', 'Sorting/Filtering applications and looking at patterns of accepting/rejecting applications']",,"['Looking at the value distributions for attributes for loan applications decisions', 'Sorting/Filtering applications and looking at patterns of accepting/rejecting applications']",,The system felt easy to use overall. Not necessary complicated but would like a bit more time to get to know the system through and through. But then im not a fan of AI taking over human roles. I prefer having contact with a human that can tell my this and that on why my loan was rejected for example.,9,1,10,14,9,5
