,Application_id,Predicted_decision,Prediction_Confidence_Accepted,Prediction_Confidence_Rejected,ft_name_0,ft_value_0,ft_weight_0,ft_name_1,ft_value_1,ft_weight_1,ft_name_2,ft_value_2,ft_weight_2,ft_name_3,ft_value_3,ft_weight_3,ft_name_4,ft_value_4,ft_weight_4,ft_name_5,ft_value_5,ft_weight_5,ft_name_6,ft_value_6,ft_weight_6,ft_name_7,ft_value_7,ft_weight_7,ft_name_8,ft_value_8,ft_weight_8,ft_name_9,ft_value_9,ft_weight_9,ft_name_10,ft_value_10,ft_weight_10,ft_name_11,ft_value_11,ft_weight_11,ft_name_12,ft_value_12,ft_weight_12,ft_name_13,ft_value_13,ft_weight_13,ft_name_14,ft_value_14,ft_weight_14,ft_name_15,ft_value_15,ft_weight_15,ft_name_16,ft_value_16,ft_weight_16,ft_name_17,ft_value_17,ft_weight_17,ft_name_18,ft_value_18,ft_weight_18,ft_name_19,ft_value_19,ft_weight_19,ft_name_20,ft_value_20,ft_weight_20,ft_name_21,ft_value_21,ft_weight_21,ft_name_22,ft_value_22,ft_weight_22,ft_name_23,ft_value_23,ft_weight_23,ft_name_24,ft_value_24,ft_weight_24,ft_name_25,ft_value_25,ft_weight_25,ft_name_26,ft_value_26,ft_weight_26,ft_name_27,ft_value_27,ft_weight_27,ft_name_28,ft_value_28,ft_weight_28,ft_name_29,ft_value_29,ft_weight_29,ft_name_30,ft_value_30,ft_weight_30,ft_name_31,ft_value_31,ft_weight_31,ft_name_32,ft_value_32,ft_weight_32,ft_name_33,ft_value_33,ft_weight_33,ft_name_34,ft_value_34,ft_weight_34,ft_name_35,ft_value_35,ft_weight_35,ft_name_36,ft_value_36,ft_weight_36,ft_name_37,ft_value_37,ft_weight_37,ft_name_38,ft_value_38,ft_weight_38,ft_name_39,ft_value_39,ft_weight_39,ft_name_40,ft_value_40,ft_weight_40,ft_name_41,ft_value_41,ft_weight_41,ft_name_42,ft_value_42,ft_weight_42,ft_name_43,ft_value_43,ft_weight_43,ft_name_44,ft_value_44,ft_weight_44,ft_name_45,ft_value_45,ft_weight_45,ft_name_46,ft_value_46,ft_weight_46,ft_name_47,ft_value_47,ft_weight_47,ft_name_48,ft_value_48,ft_weight_48
84769,346327,Rejected,64,36,Number of children,1,0.009,Income,184500.0,0.062,Loan Credit amount ,1037128.5,0.086,Loan annuity,42372.0,0.032,Goods Price,927000.0,0.058,Region's Normalized Population,0.006296,0.056,Age,24.0,0.067,Years in current employment,1.0,0.056,Years since changing registration,9.0,0.058,Years since changing  identity document,2.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,3.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,13,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Different,0.004,Contact address located in work region,Different,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,0.0,0.028,Number of Credit Bureau enquiries 1 hour before application,,0.006,Number of Credit Bureau enquiries 1 day before application,,0.011,Number of Credit Bureau enquiries 1 week before application,,0.007,Number of Credit Bureau enquiries 1 month before application,,0.006,Number of Credit Bureau enquiries 3 month before application,,0.004,Number of Credit Bureau enquiries 1 year before application,,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Commercial associate,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,Rented apartment,0.007,Occupation Type,High skill tech staff,0.034,Application Day,MONDAY,0.021,Employer organization,Trade: type 3,0.036
39905,402627,Accepted,65,35,Number of children,0,0.009,Income,247500.0,0.062,Loan Credit amount ,1381113.0,0.086,Loan annuity,39712.5,0.032,Goods Price,1206000.0,0.058,Region's Normalized Population,0.0105,0.056,Age,56.0,0.067,Years in current employment,3.0,0.056,Years since changing registration,5.0,0.058,Years since changing  identity document,11.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,13,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Different,0.004,Contact address located in work region,Different,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Different,0,Number of times social circle at default risk for 30 days,6.0,0.011,Number of times social circle defaulted on loan for 30 days,1.0,0.015,Number of times social circle were at risk to default on loan for 60 days,6.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,0.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,2.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Higher education,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Laborers,0.034,Application Day,THURSDAY,0.021,Employer organization,Business Entity Type 3,0.036
78189,102569,Rejected,59,41,Number of children,0,0.009,Income,180000.0,0.062,Loan Credit amount ,270000.0,0.086,Loan annuity,13500.0,0.032,Goods Price,270000.0,0.058,Region's Normalized Population,0.0145199999999999,0.056,Age,54.0,0.067,Years in current employment,1.0,0.056,Years since changing registration,1.0,0.058,Years since changing  identity document,9.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,Yes,0.006,Mobile reachable,Yes,0,Has Phone,Yes,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,10,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Different,0.004,Contact address located in work region,Different,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Different,0,Number of times social circle at default risk for 30 days,1.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,1.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,0.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Not Fixed,0.007,Gender,Male,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Drivers,0.034,Application Day,WEDNESDAY,0.021,Employer organization,Industry: type 9,0.036
94200,182444,Rejected,66,34,Number of children,0,0.009,Income,135000.0,0.062,Loan Credit amount ,180000.0,0.086,Loan annuity,9000.0,0.032,Goods Price,180000.0,0.058,Region's Normalized Population,0.0060079999999999,0.056,Age,22.0,0.067,Years in current employment,0.0,0.056,Years since changing registration,12.0,0.058,Years since changing  identity document,1.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,1.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,15,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Different,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,-0.0,0.028,Number of Credit Bureau enquiries 1 hour before application,,0.006,Number of Credit Bureau enquiries 1 day before application,,0.011,Number of Credit Bureau enquiries 1 week before application,,0.007,Number of Credit Bureau enquiries 1 month before application,,0.006,Number of Credit Bureau enquiries 3 month before application,,0.004,Number of Credit Bureau enquiries 1 year before application,,0.03,Installments,Not Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,No,0.011,Accompanied while applying,Family,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Single / not married,0.017,Housing situation,With parents,0.007,Occupation Type,Laborers,0.034,Application Day,SATURDAY,0.021,Employer organization,Industry: type 1,0.036
74100,278764,Accepted,50,50,Number of children,0,0.009,Income,189000.0,0.062,Loan Credit amount ,700830.0,0.086,Loan annuity,22738.5,0.032,Goods Price,585000.0,0.058,Region's Normalized Population,0.006305,0.056,Age,45.0,0.067,Years in current employment,2.0,0.056,Years since changing registration,28.0,0.058,Years since changing  identity document,13.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,1.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,9,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,6.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,1.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Family,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Separated,0.017,Housing situation,House / apartment,0.007,Occupation Type,Sales staff,0.034,Application Day,TUESDAY,0.021,Employer organization,Self-employed,0.036
22176,215083,Accepted,53,47,Number of children,1,0.009,Income,225000.0,0.062,Loan Credit amount ,907780.5,0.086,Loan annuity,34704.0,0.032,Goods Price,733500.0,0.058,Region's Normalized Population,0.04622,0.056,Age,41.0,0.067,Years in current employment,5.0,0.056,Years since changing registration,11.0,0.058,Years since changing  identity document,6.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,1,0.011,Region & City Rating,1,0.019,Application Hour,14,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Different,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,2.0,0.028,Number of Credit Bureau enquiries 1 hour before application,,0.006,Number of Credit Bureau enquiries 1 day before application,,0.011,Number of Credit Bureau enquiries 1 week before application,,0.007,Number of Credit Bureau enquiries 1 month before application,,0.006,Number of Credit Bureau enquiries 3 month before application,,0.004,Number of Credit Bureau enquiries 1 year before application,,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Commercial associate,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Single / not married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Drivers,0.034,Application Day,TUESDAY,0.021,Employer organization,Business Entity Type 3,0.036
28132,322146,Accepted,55,45,Number of children,2,0.009,Income,202500.0,0.062,Loan Credit amount ,1256400.0,0.086,Loan annuity,36864.0,0.032,Goods Price,900000.0,0.058,Region's Normalized Population,0.019101,0.056,Age,42.0,0.067,Years in current employment,8.0,0.056,Years since changing registration,8.0,0.058,Years since changing  identity document,8.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,4.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,10,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Different,0,Number of times social circle at default risk for 30 days,2.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,2.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,4.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Commercial associate,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Laborers,0.034,Application Day,WEDNESDAY,0.021,Employer organization,Business Entity Type 3,0.036
69315,154782,Rejected,73,27,Number of children,2,0.009,Income,117000.0,0.062,Loan Credit amount ,545040.0,0.086,Loan annuity,25537.5,0.032,Goods Price,450000.0,0.058,Region's Normalized Population,0.020246,0.056,Age,38.0,0.067,Years in current employment,8.0,0.056,Years since changing registration,8.0,0.058,Years since changing  identity document,14.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,4.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,14,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,6.0,0.011,Number of times social circle defaulted on loan for 30 days,3.0,0.015,Number of times social circle were at risk to default on loan for 60 days,6.0,0.007,Number of times social circle defaulted on loan for 60 days,3.0,0.006,Years since changing phone,5.0,0.028,Number of Credit Bureau enquiries 1 hour before application,,0.006,Number of Credit Bureau enquiries 1 day before application,,0.011,Number of Credit Bureau enquiries 1 week before application,,0.007,Number of Credit Bureau enquiries 1 month before application,,0.006,Number of Credit Bureau enquiries 3 month before application,,0.004,Number of Credit Bureau enquiries 1 year before application,,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Laborers,0.034,Application Day,MONDAY,0.021,Employer organization,Government,0.036
50391,454827,Accepted,54,46,Number of children,0,0.009,Income,45000.0,0.062,Loan Credit amount ,364896.0,0.086,Loan annuity,15588.0,0.032,Goods Price,315000.0,0.058,Region's Normalized Population,0.01885,0.056,Age,61.0,0.067,Years in current employment,,0.056,Years since changing registration,1.0,0.058,Years since changing  identity document,1.0,0.043,Has Mobile,Yes,0,Has Employee Phone,No,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,9,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,7.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,4.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Pensioner,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,THURSDAY,0.021,Employer organization,XNA,0.036
73143,414727,Accepted,69,31,Number of children,2,0.009,Income,157500.0,0.062,Loan Credit amount ,270000.0,0.086,Loan annuity,13500.0,0.032,Goods Price,270000.0,0.058,Region's Normalized Population,0.0228,0.056,Age,46.0,0.067,Years in current employment,0.0,0.056,Years since changing registration,2.0,0.058,Years since changing  identity document,0.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,4.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,12,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,1.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,1.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Not Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,State servant,0.015,Highest education level,Higher education,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,SATURDAY,0.021,Employer organization,Other,0.036
69644,287598,Rejected,64,36,Number of children,4,0.009,Income,130500.0,0.062,Loan Credit amount ,436032.0,0.086,Loan annuity,21339.0,0.032,Goods Price,360000.0,0.058,Region's Normalized Population,0.00712,0.056,Age,35.0,0.067,Years in current employment,4.0,0.056,Years since changing registration,1.0,0.058,Years since changing  identity document,1.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,Yes,0.006,Mobile reachable,Yes,0,Has Phone,Yes,0.009,Has email,No,0.009,Number of family members,6.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,14,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Different,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,7.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,1.0,0.006,Number of Credit Bureau enquiries 3 month before application,1.0,0.004,Number of Credit Bureau enquiries 1 year before application,4.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Low-skill Laborers,0.034,Application Day,THURSDAY,0.021,Employer organization,Self-employed,0.036
19050,176678,Accepted,64,36,Number of children,1,0.009,Income,180000.0,0.062,Loan Credit amount ,1305000.0,0.086,Loan annuity,38155.5,0.032,Goods Price,1305000.0,0.058,Region's Normalized Population,0.025164,0.056,Age,32.0,0.067,Years in current employment,6.0,0.056,Years since changing registration,21.0,0.058,Years since changing  identity document,11.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,3.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,16,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,10.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,10.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,5.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,1.0,0.004,Number of Credit Bureau enquiries 1 year before application,1.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Laborers,0.034,Application Day,THURSDAY,0.021,Employer organization,Self-employed,0.036
22581,140034,Accepted,100,0,Number of children,2,0.009,Income,90000.0,0.062,Loan Credit amount ,227520.0,0.086,Loan annuity,13189.5,0.032,Goods Price,180000.0,0.058,Region's Normalized Population,0.035792,0.056,Age,42.0,0.067,Years in current employment,9.0,0.056,Years since changing registration,1.0,0.058,Years since changing  identity document,12.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,4.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,10,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Different,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,2.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,2.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,7.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,2.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,State servant,0.015,Highest education level,Higher education,0.017,Family status,Married,0.017,Housing situation,With parents,0.007,Occupation Type,Core staff,0.034,Application Day,THURSDAY,0.021,Employer organization,Government,0.036
17208,144438,Accepted,51,49,Number of children,0,0.009,Income,67500.0,0.062,Loan Credit amount ,497520.0,0.086,Loan annuity,36054.0,0.032,Goods Price,450000.0,0.058,Region's Normalized Population,0.028663,0.056,Age,55.0,0.067,Years in current employment,1.0,0.056,Years since changing registration,6.0,0.058,Years since changing  identity document,10.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,Yes,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,15,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,8.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,2.0,0.004,Number of Credit Bureau enquiries 1 year before application,3.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,No,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Laborers,0.034,Application Day,THURSDAY,0.021,Employer organization,School,0.036
